,no_components,loss,learning_rate,item_alpha,user_alpha,epochs,precision@20
40,256,warp,6.592340115694327e-05,2.826062189806865e-06,0.09728878120423895,25,0.003479511411602107
41,32,warp,0.0014792466137384301,1.1549631896719532e-05,8.93539003709376e-06,18,0.00347764371894961
42,16,warp,0.004981477218542687,2.098748402862311e-05,0.00650533421187921,5,0.0034776437189496094
43,32,warp,0.00013429002793956352,0.026829085794814432,3.5491947378797277e-06,17,0.003462702177729633
44,256,warp,0.0003374874770486564,1.5284722987890657e-05,1.3216017262861545e-05,16,0.0034533637144671474
45,1024,warp,0.00039946581624784904,0.000291329178755341,0.07403338228287759,27,0.003442157558552165
46,16,warp,0.03698371577213939,0.0010587655220038311,6.514657021050725e-06,17,0.003434686787942177
47,512,warp,0.0009288722347834896,1.781481977944005e-05,4.0456293823238316e-05,18,0.003414142168764708
48,128,warp,3.4963194813797856e-05,0.00045464676176051286,9.2180575981043e-05,17,0.003408539090807217
49,256,warp,1.1897943416077775e-05,4.902603788592264e-05,0.004433634996881597,23,0.0034085390908072167
50,64,warp,4.9867936191414744e-05,0.001010910879861568,4.145499211354946e-05,11,0.0033749206230622693
51,512,warp,0.000623303860066025,1.17457734616383e-05,0.003756070580179973,24,0.003371185237757275
52,32,warp,0.05335885609685361,0.0014829959348268394,0.00026632939657539784,11,0.0025419297000485604
53,1024,warp,0.05983202655345622,1.5805709540873029e-06,3.308671832439387e-06,19,0.0025027081543461207
54,1024,warp,0.0656412370272307,2.1854856042040582e-05,4.531349248401491e-06,23,0.001899443427589556
55,512,warp,0.07090276497685294,1.065975795915172e-05,4.803589626079552e-05,16,0.0018041911023122038
56,1024,warp,0.08553892023468021,1.4664478310841686e-06,1.1095825695319248e-05,18,0.001174778678420679
57,750,warp,0.10183029967669953,2.3485218701683313e-06,1.41325585967803e-05,18,0.0005939262634940795
58,1024,warp,0.16656105944197505,2.8783726099604175e-06,1.5832276109741494e-06,16,0.0001680923387247395
59,750,warp,0.2161718511239539,3.2187364731006447e-06,2.670277291380803e-06,19,0.00016248926076724816
60,750,warp,0.1133016759667734,4.390074353128029e-06,7.054493723173406e-05,22,0.0001475477195472713
61,32,warp,0.027886105340349653,0.0096325614922276,0.0005799031866043656,14,0.00010459078853983789
62,256,warp,0.01886935597478327,0.004985507282211956,7.925577745733466e-06,5,8.778155466736394e-05
63,16,warp,0.4305991931022869,9.555546369823045e-05,1.0849223464181926e-06,30,8.591386201486684e-05
64,750,warp,0.0230251147800602,1.8783945076176117e-06,0.02045835527686257,21,8.217847670987262e-05
65,1024,warp,0.03613679591417321,0.0666922777028761,6.6892251182602535e-06,21,7.844309140487841e-05
66,256,warp,0.002329200243849485,1.121908166306724e-06,0.08289160082121434,29,7.65753987523813e-05
67,512,warp,0.3539832357693137,0.0002142260546624458,3.540308600881096e-06,10,6.910462814239288e-05
68,1024,warp,0.1654918545625831,0.006348961154614583,5.3835563602456485e-06,14,6.536924283739867e-05
69,750,warp,0.0266217393479468,0.05723188025671874,0.0006168467435477041,16,6.350155018490159e-05
