,no_components,loss,learning_rate,item_alpha,user_alpha,epochs,precision@20
35,750,warp,0.0008797682197092474,2.6011125951577275e-05,3.39982723969385e-05,13,0.0026765382992324695
36,512,warp,0.01336664230953683,0.00020187329668834618,1.023496731974218e-06,25,0.0026251467583636597
37,512,warp,0.020130364231393284,0.0001303987063081154,1.5882570726123983e-06,16,0.0025319734769511017
38,256,warp,0.03069704605903831,9.202769595713015e-05,0.00015721959561488928,20,0.0024624068789457633
39,64,warp,0.00042129845862058483,0.0005740142103809415,0.028659995862279162,21,0.00246136233543217
40,1024,warp,0.000127520980561242,5.508441841579577e-05,6.233101322607836e-05,12,0.0024611534267294515
41,512,warp,2.7204607176052426e-05,0.00037161016710939693,0.010463439400083369,25,0.0024580197961886698
42,750,warp,0.00011532003434384808,2.287219610749653e-05,1.743718557536875e-05,11,0.0024580197961886698
43,256,warp,5.892839743844263e-05,0.002834539346396383,2.7792515097008456e-06,27,0.0024580197961886698
44,64,warp,0.0004179201390483149,0.00010128497326868953,0.031260182114029984,17,0.002457810887485951
45,16,warp,0.00045634593600296343,0.00040751073648859665,2.3263732302050905e-05,22,0.0024550950743506077
46,64,warp,1.367266030448539e-05,0.08965619357277925,1.3627207679067637e-05,23,0.0024467387262418574
47,750,warp,0.0014302732288753916,1.1452922520848553e-06,0.0011648994212414214,6,0.002365682149586988
48,16,warp,0.027349196690171926,1.3446015343211205e-05,0.001004340998632702,13,0.0023583703449918314
49,512,warp,0.0881581737916324,2.9823390787789585e-06,7.417189874242419e-06,25,0.0023483427272613325
50,512,warp,0.013381817999984188,0.00026393856269358364,1.9330259813294692e-06,21,0.002031428225237007
51,1024,warp,0.009178169040147581,0.0007752421820161498,1.8901664963659542e-05,22,0.0007671127563832056
52,512,warp,0.03146063870874444,0.00022537179283504909,8.569210768498207e-06,17,0.0003200481325651064
53,128,warp,0.004497129477210251,0.02606769995745079,3.4910478577822993e-06,20,7.395368076243323e-05
54,512,warp,0.07181084978970578,7.044685281555623e-05,2.4794788306368e-06,20,6.601515005912116e-05
55,512,warp,0.016769250227931316,3.2246499764336e-05,0.05167762630670061,24,6.55973326536837e-05
56,512,warp,0.06652932666352064,2.487953540564229e-06,0.011844746184265955,30,6.392606303193377e-05
57,16,warp,0.10449748528368807,0.00270754650030951,0.001057319638121533,9,6.267261081562136e-05
58,256,warp,0.18970070945943024,2.051546784023263e-06,1.5618281261022017e-06,20,5.786771065309038e-05
59,512,warp,0.035099467029608075,2.175125052134308e-05,0.0031538737725501226,28,5.7449893247652906e-05
60,512,warp,0.023850297384014858,0.001096260103407109,1.4821899239491795e-05,27,5.306281049055943e-05
61,512,warp,0.43799571392156733,9.561057534485348e-06,0.0003776553659155668,19,5.306281049055941e-05
62,128,warp,0.10201295171510247,9.858880657148529e-05,3.9036464106639804e-06,24,5.264499308512196e-05
63,512,warp,0.1400922187821295,2.7231102170704017e-05,7.517740006809826e-06,23,4.972027124705961e-05
64,512,warp,0.1712123377917607,2.7476893270600147e-06,5.344680411129675e-06,16,4.951136254434088e-05
65,64,warp,0.07215140308794359,0.0001563011098568538,0.0003330081296407695,18,4.804900162530972e-05
66,256,warp,0.26983658469721183,0.0001504121286181544,3.91917545229841e-06,18,4.7840092922590984e-05
67,128,warp,0.04815455922979626,0.0004952065350436561,0.00021359122054167445,27,4.784009292259097e-05
68,128,warp,0.26068637717976484,3.199178871552922e-05,5.054402768656576e-06,15,4.74222755171535e-05
69,512,warp,0.47817590500345125,0.010943629239565744,0.0002201987592039023,30,3.509666205674796e-05
